"Refid","Author","Title","Abstract","Accession Number","Art. no.","Article Number","Author Address","Author keywords","Author(s) id","Cited by","Comments","Custom 4","Custom 5","Database","Database Provider","Date","distiller_reference_created_date","distiller_reference_upload_date","Document type","DOI","Eid","Epub Date","File attachment","Index keywords","ISSN","Issue","Journal","Keywords","Label","Language","Legal Note","Level","Link","min_level","NIHMSID","Notes","Number","Open access","Original Publication","Page count","Page end","Page start","Pages","Place Published","PMCID","Publication stage","Publisher","Pubmed id","Rapidscreening","Research Notes","Secondary Author","Section","Short Title","Source","Source title","Translated Title","Type","Type of Work","URL","User","Volume","Year"
676,"Qin, H., Brenkert-Smith, H., Sanders, C., Vickery, J.","Explaining changes in perceived wildfire risk related to the mountain pine beetle outbreak in north central Colorado","… structured by key components of the conceptual model of forest risk perception discussed in … eg, landscape change, wildfire behavior, and community vulnerability), can be enhanced by …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Ecological …",,,,,,,,,"Cited By (since 2021): 7",,,,,,,,,,,,,,,,,"Explaining changes in perceived wildfire risk related to the mountain pine beetle outbreak in north central Colorado",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S1470160X21007457,,,2021
677,"Raj, A., Sharma, L. K.","Spatial E-PSR modelling for ecological sensitivity assessment for arid rangeland resilience and management","… This conceptual model of sensitive ecological receptors proposed three components: … Geostatistical assessment of groundwater nitrate contamination with reflection on DRASTIC …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Ecological Modelling",,,,,,,,,"Cited By (since 2023): 22",,,,,,,,,,,,,,,,,"Spatial E-PSR modelling for ecological sensitivity assessment for arid rangeland resilience and management",,,,JOUR,,"https://www.sciencedirect.com/science/article/pii/S030438002300011X https://www.researchgate.net/profile/Alok-Raj/publication/367335686_Spatial_E-PSR_modelling_for_ecological_sensitivity_assessment_for_arid_rangeland_resilience_and_management/links/63cd7390d7e5841e0beb98e7/Spatial-E-PSR-modelling-for-ecological-sensitivity-assessment-for-arid-rangeland-resilience-and-management.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9",,,2023
678,"Ratajczak, W.","A systems view of urban sustainability and creativity: Vulnerability, resilience and XXQ of cities","… The conceptual model of the dependence between the vulnerability and resilience of a … An index of community vulnerability: Conceptual framework and application to population and …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.4324/9781315611464-6,,,,,,,"Sustainable city and creativity",,,,,,,,,"Cited By (since 2016): 10",,,,,,,,,,,,,,,,,"A systems view of urban sustainability and creativity: Vulnerability, resilience and XXQ of cities",,,,JOUR,,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315611464-6/systems-view-urban-sustainability-creativity-vulnerability-resilience-xxq-cities-waldemar-ratajczak,,,2016
679,"Sanchez, G. M., Nejadhashemi, A. P., Zhang, Z.","Linking watershed-scale stream health and socioeconomic indicators with spatial clustering and structural equation modeling","… data and build our conceptual model by applying structural … environmental justice and community vulnerability as these … measures that include industrial contamination to better explain …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"… Modelling &Software",,,,,,,,,"Cited By (since 2015): 32",,,,,,,,,,,,,,,,,"Linking watershed-scale stream health and socioeconomic indicators with spatial clustering and structural equation modeling",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S1364815215001218,,,2015
680,"Sarmadia, H., Aghababaei, S.","Prioritizing the Components of the Disaster Resilient System Using DEMATEL and ANP for Urban Areas","… Finally, the obtained data has been applied to ANP to define a conceptual model and to … and entropy are created based on community vulnerability. The community system of urban …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Environmental Science &Sustainable …",,,,,,,,,"Cited By (since 2023): 2",,,,,,,,,,,,,,,,,"Prioritizing the Components of the Disaster Resilient System Using DEMATEL and ANP for Urban Areas",,,,JOUR,,"https://press.ierek.com/index.php/ESSD/article/view/973 https://press.ierek.com/index.php/ESSD/article/download/973/1013",,,2023
681,"Schwoerer, J. M.","Assessing the vulnerability of stream communities and the consistency and use of biotic indices in least-disturbed streams",,,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assessing the vulnerability of stream communities and the consistency and use of biotic indices in least-disturbed streams",,,,JOUR,,,,,2016
682,"Seddiky, Md Assraf, Giggins, Helen, Gajendran, Thayaparan","Non-DRR NGOs strategies for livelihood development in the coastal communities of Bangladesh: a case study","… infrastructure-related programs reinforced community vulnerability and exposure to disaster … are cultivated here due to salinity and arsenic contamination. The NGO has set up model …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1007/s11069-021-05097-7,,,,,"0921-030X 1573-0840",2,"Natural Hazards",,,,,,,,,"Cited By (since 2022): 7",,,,,,,2155-2175,,,,,,,,,2155,"Non-DRR NGOs strategies for livelihood development in the coastal communities of Bangladesh: a case study",,,,JOUR,,"https://link.springer.com/article/10.1007/s11069-021-05097-7 https://www.researchgate.net/profile/Md-Seddiky/publication/356070638_Non-DRR_NGOs_strategies_for_livelihood_development_in_the_coastal_communities_of_Bangladesh_a_case_study/links/6437fa2f20f25554da2b9e67/Non-DRR-NGOs-strategies-for-livelihood-development-in-the-coastal-communities-of-Bangladesh-a-case-study.pdf",,111,2021
683,"Siagian, Tiodora Hadumaon, Purhadi, Purhadi, Suhartono, Suhartono, Ritonga, Hamonangan","Social vulnerability to natural hazards in Indonesia: driving factors and policy implications","… A systematic social vulnerability assessment needs a proper conceptual model which fits the context, target and structure of the research. Such a model of vulnerability should …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1007/s11069-013-0888-3,,,,,"0921-030X 1573-0840",2,"Natural Hazards",,,,,,,,,"Cited By (since 2014): 307",,,,,,,1603-1617,,,,,,,,,1603,"Social vulnerability to natural hazards in Indonesia: driving factors and policy implications",,,,JOUR,,"https://link.springer.com/article/10.1007/s11069-013-0888-3 https://www.researchgate.net/profile/Tiodora-Siagian-2/publication/258164823_Social_vulnerability_to_natural_hazards_in_Indonesia_Driving_factors_and_policy_implications/links/5600aed708ae07629e52b085/Social-vulnerability-to-natural-hazards-in-Indonesia-Driving-factors-and-policy-implications.pdf",,70,2013
684,"Stone, J. D., Gisp, C. F. M.","Social Vulnerability and Urban Flood Risk","… body of work largely focused on overall community vulnerability to all natural disasters (vs. … The following sections, describe each of the four steps of the conceptual model process, …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,asfpm-library.s3.amazonaws.com,,,,,,,,,,,,,,,,,,,,,,,,,,"Social Vulnerability and Urban Flood Risk",,,,JOUR,,http://asfpm-library.s3.amazonaws.com/FSC/General/Social_Vulnerability_CIP_Report_20180706.pdf,,,
685,"Sultana, N., Paul, S. R.","Indicators of riverbank Erosion vulnerability assessment: A systematic literature review for future research","… Arsenic Contamination Level of arsenic contamination of underground water (mg/l) The higher percentage of arsenic contamination, higher vulnerability to natural hazard + …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,HydroResearch,,,,,,,,,,,,,,,,,,,,,,,,,,"Indicators of riverbank Erosion vulnerability assessment: A systematic literature review for future research",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2589757824000210,,,2024
686,"Tagarev, T., Ratchev, V.","A taxonomy of crisis management functions","… , designed on the basis of a conceptual model integrating the concepts of hazard, vulnerability, risk… [36] identifies three perspectives on the community vulnerability to hazards. In the first …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,Sustainability,,,,,,,,,"Cited By (since 2020): 28",,,,,,,,,,,,,,,,,"A taxonomy of crisis management functions",,,,JOUR,,https://www.mdpi.com/2071-1050/12/12/5147,,,2020
687,"Tang, Q., Wang, J., Jing, Z., Yan, Y., Niu, H.","Response of ecological vulnerability to land use change in a resource-based city, China","… emerged, such as soil pollution, air pollution and water resource pollution, which have severely … land problems such as occupation, subsidence, pollution, etc., which has reduced the …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Resources Policy",,,,,,,,,"Cited By (since 2021): 34",,,,,,,,,,,,,,,,,"Response of ecological vulnerability to land use change in a resource-based city, China",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0301420721003342,,,2021
688,"Thomas, D. S. K.","Vulnerability assessments","… Drawing on a conceptual model to guide a vulnerability … Community vulnerability assessments (CVA) have broad … In either instance, the result can be environmental contamination in …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Handbook of Research methods and Applications …",,,,,,,,,"Cited By (since 2015): 2",,,,,,,,,,,,,,,,,"Vulnerability assessments",,,,JOUR,,https://www.elgaronline.com/downloadpdf/edcollchap/edcoll/9781783474639/9781783474639.00026.pdf,,,2015
689,"Torresan, S., Critto, A., Rizzi, J., Zabeo, A., Furlan, E.","DESYCO: A decision support system for the regional risk assessment of climate change impacts in coastal zones","… The tool and the GUI closely follow the conceptual model of the RRA, enabling the user to … of punctual and diffuse sources of nutrients and pollutants, hazard maps can also be used to …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Ocean &Coastal …",,,,,,,,,"Cited By (since 2016): 83",,,,,,,,,,,,,,,,,"DESYCO: A decision support system for the regional risk assessment of climate change impacts in coastal zones",,,,JOUR,,"https://www.sciencedirect.com/science/article/pii/S0964569115300545 https://iris.unive.it/bitstream/10278/3663515/5/OCMA-S-15-00230.pdf",,,2016
690,"Tulve, N. S., Geller, A. M., Hagerthey, S.","Challenges and opportunities for research supporting cumulative impact assessments at the United States environmental protection agency's office of …","… that considers individual and community vulnerability by including non-chemical stressors. … , work, and play in communities with polluted environments, shaped by policies and decisions …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"The Lancet Regional …",,,,,,,,,"Cited By (since 2024): 1",,,,,,,,,,,,,,,,,"Challenges and opportunities for research supporting cumulative impact assessments at the United States environmental protection agency's office of …",,,,JOUR,,https://www.thelancet.com/journals/lanam/article/PIIS2667-193X(23)00240-5/fulltext,,,2024
691,"Viavattene, C., Micou, P., Owen, D., Priest, S., Parker, D.","Library of Coastal Vulnerability Indicators Guidance Document","… Additional factors, such as flow velocity, sediment load and contamination may influence the severity and the extent of flood damage to buildings, but most flood damage models rarely …",,,,,,,,,,,"GS Search 9",,,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,"Cited By (since 2015): 9","Query date: 2024-09-27 12:14:57",,,,,,,,,,repository.mdx.ac.uk,,,,,,"Library of Coastal Vulnerability Indicators Guidance Document",,,,BOOK,,"https://repository.mdx.ac.uk/item/85149 https://repository.mdx.ac.uk/download/ded70af7b01c81e44efe1778fd7a244e1171da6fccf83745493b9d6b289315f5/4013537/RISC-KIT_D.2.2_CVIL_Guidance_Document.pdf",,,2015
692,"Vines, Katie, O’Toole, David, Lee, Christopher, C. Jacobs, Brent","Integrated regional vulnerability assessment of government services to climate change","… as a problem of environmental pollution and an issue of development and social equity. … and activities, to regulate to reduce community vulnerability and to build the adaptive capacity of …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1108/ijccsm-12-2012-0071,,,,,1756-8692,3,"International Journal of Climate Change Strategies and Management",,,,,,,,,"Cited By (since 2014): 24",,,,,,,272-295,,,,,,,,,272,"Integrated regional vulnerability assessment of government services to climate change",,,,JOUR,,"https://www.emerald.com/insight/content/doi/10.1108/IJCCSM-12-2012-0071/full/html https://opus.lib.uts.edu.au/bitstream/10453/30258/4/2013007439.pdf",,6,2014
693,"Walton, Z. L., Poudyal, N. C., Hepinstall-Cymerman, J.","Exploring the role of forest resources in reducing community vulnerability to the heat effects of climate change","… These findings have important implications for understanding the role of forest ecosystem services in reducing a community's vulnerability to the heat effects of climate change. Findings …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,"Forest Policy and …",,,,,,,,,"Cited By (since 2016): 22",,,,,,,,,,,,,,,,,"Exploring the role of forest resources in reducing community vulnerability to the heat effects of climate change",,,,JOUR,,"https://www.sciencedirect.com/science/article/pii/S1389934115300447 https://www.sciencedirect.com/science/article/am/pii/S1389934115300447",,,2016
694,"Wright, L. D.","Future societal vulnerability, risk and adaptability","… , drinking water may be contaminated and water-borne pathogens … In general terms, they offer a conceptual model for … tools for exploring community vulnerability to different storm and …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,10.1007/978-3-319-75453-6_18,,,,,,,"Tomorrow's Coasts: Complex and Impermanent",,,,,,,,,"Cited By (since 2019): 5",,,,,,,,,,,,,,,,,"Future societal vulnerability, risk and adaptability",,,,JOUR,,https://link.springer.com/chapter/10.1007/978-3-319-75453-6_18,,,2019
695,"Yusuf, J. M.","Urban Households' Vulnerability and Adaptation to Climate Change in Mopani District, Limpopo Province, South Africa","… The HVI is equally high in these towns with Tzaneen being the town with the highest (over 78%) Community Vulnerability Index (CVI), while Hoedspruit town is the most resilient, with …",,,,,,,,,,,"GS Search 9",,//,"2024-10-03 23:12:36","2024-10-03 23:12:36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urban Households' Vulnerability and Adaptation to Climate Change in Mopani District, Limpopo Province, South Africa",,,,JOUR,,"https://univendspace.univen.ac.za/handle/11602/2468 https://univendspace.univen.ac.za/bitstream/handle/11602/2468/Thesis%20-%20Yusuf%2C%20j.%20m.-.pdf?sequence=1&isAllowed=n",,,2023
